GB_Yield_Total,GK_Yield_Total,Rasio_GK_GB,GB_Kadar_Air_Mean,Cetak_Yield_Kg,Cetak_Pct_Teoritis,Kemas_Pct_Teoritis,Total_Waste_Kg,Cetak_Durasi_Hari,Kemas_Durasi_Hari,Bulan_Produksi,Defect_Overall,Material_Description,Cluster,Cluster_Label,PCA1,PCA2
470.2,329.7,0.7011909825606125,4.523333333333333,780.0,0.975,0.973756,0.0,0.0,1.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8821062949589082,0.41753529814847695
468.7,329.9,0.703861745252827,4.68,779.0,0.97375,0.97408,0.0,0.0,0.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8845800710072236,0.4234243355870672
466.7,330.0,0.7070923505463895,4.583333333333333,781.0,0.97625,0.97482,0.0,0.0,1.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8720631457876461,0.43563546424092114
463.9,329.9,0.711144643242078,4.55,774.0,0.9675,0.966872,0.0,3.0,3.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9531818489259143,0.389093709907434
464.1,330.0,0.7110536522301227,4.47,774.0,0.9675,0.961424,0.0,0.0,2.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9321736262028532,0.3351837566548056
469.4,330.1,0.7032381763953984,4.496666666666666,781.0,0.97625,0.974636,0.0,1.0,0.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.868215617059956,0.4379088837681119
459.1,329.9,0.7185798301023741,4.56,785.0,0.98125,0.977868,0.0,0.0,1.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8335274995854144,0.4832077098857925
467.7,330.0,0.7055805003207184,4.646666666666666,774.0,0.9675,0.960516,0.0,1.0,2.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9526282781460137,0.33782110868278614
466.2,330.0,0.7078507078507079,4.556666666666668,770.0,0.9625,0.960668,0.0,1.0,4.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9857971440253259,0.3157565671612473
470.7,330.0,0.7010834926704907,4.496666666666667,783.0,0.97875,0.976096,0.0,0.0,1.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8589775077326278,0.44177107402551374
464.6,329.8,0.7098579423159708,4.646666666666667,774.0,0.9675,0.966368,0.0,1.0,0.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9245200067404559,0.3764499766448621
329.9,329.9,1.0,4.48,776.0,0.97,1.026828,0.0,5.0,0.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5722707503358131,0.9683222789226205
330.3,330.3,1.0,4.5633333333333335,759.0,0.94875,0.966496,0.0,0.0,0.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.7372209770891638,0.5452715734334247
330.0,330.0,1.0,4.5633333333333335,775.0,0.96875,0.967504,0.0,0.0,1.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6506661529875979,0.6256374350900455
330.0,330.0,1.0,4.586666666666667,773.0,0.96625,0.965644,0.0,1.0,0.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6637233005560321,0.6181047624703787
329.8,329.8,1.0,4.593333333333334,776.0,0.97,0.966936,0.0,0.0,1.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6476423073196407,0.6288892879166238
330.0,330.0,1.0,4.466666666666667,773.0,0.96625,0.964248,0.0,0.0,1.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.66231544654608,0.5971332207401188
330.0,330.0,1.0,4.6433333333333335,773.0,0.96625,0.966228,0.0,1.0,0.0,5.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6657460395543281,0.6226193927819088
330.2,330.2,1.0,4.613333333333333,773.0,0.96625,0.96312,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6734012600231319,0.67658097462648
330.0,330.0,1.0,4.566666666666667,775.0,0.96875,0.968812,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6513018389093472,0.7135292023329133
329.9,329.9,1.0,4.683333333333334,775.0,0.96875,0.970028,0.0,1.0,2.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6694222905554992,0.7298861922714759
329.9,329.9,1.0,4.62,773.0,0.96625,0.965948,0.0,0.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6620674791723765,0.6933788597560002
330.0,330.0,1.0,4.586666666666667,782.0,0.9775,0.976848,0.0,1.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5966448853540381,0.7981585459783537
330.2,330.2,1.0,4.513333333333333,782.0,0.9775,0.97628,0.0,0.0,2.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6041007663537405,0.7802802070923257
330.0,330.0,1.0,4.593333333333333,784.0,0.98,0.979128,0.0,1.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5818549643145411,0.8192517346211143
330.0,330.0,1.0,4.556666666666668,784.0,0.98,0.977852,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5845185618123525,0.8012499677815943
330.1,330.1,1.0,4.703333333333333,775.0,0.96875,0.967836,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6594823246576313,0.7123606527415245
330.0,330.0,1.0,4.493333333333333,786.0,0.9825,0.980616,0.0,1.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5628013349080564,0.8333729802860698
330.1,330.1,1.0,4.6866666666666665,786.0,0.9825,0.987368,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5650379007295329,0.8615799235140992
329.8,329.8,1.0,4.646666666666667,784.0,0.98,0.979992,0.0,3.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6030557574928299,0.8409707407304593
330.0,330.0,1.0,4.46,781.0,0.97625,0.974248,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6025570203544747,0.7662276005066382
330.0,330.0,1.0,4.77,781.0,0.97625,0.977552,0.0,1.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6108214024022444,0.8020875214356263
329.9,329.9,1.0,4.663333333333334,779.0,0.97375,0.892408,0.0,0.0,0.0,6.0,1,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.7382173500688249,0.35811361170916567
330.0,330.0,1.0,4.63,774.0,0.9675,0.966188,0.0,0.0,2.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6724883616477045,0.6955913834594023
330.0,330.0,1.0,4.613333333333333,776.0,0.97,0.968612,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6481059943062811,0.7186550215157036
330.0,330.0,1.0,4.626666666666666,777.0,0.97125,0.9638,0.0,0.0,3.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6664347075697389,0.6960858372870743
330.1,330.1,1.0,4.53,784.0,0.98,0.971688,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5920717814828919,0.7696624422998102
330.3,330.3,1.0,4.666666666666667,774.0,0.9675,0.967004,0.0,1.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6616054905025837,0.7125857676942491
330.3,330.3,1.0,4.670000000000001,776.0,0.97,0.96914,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.649498473556739,0.7222488151986828
330.0,330.0,1.0,4.57,777.0,0.97125,0.971392,0.0,0.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.6277077826108536,0.7379373286533528
330.1,330.1,1.0,4.533333333333334,784.0,0.98,0.974488,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.5880849691510386,0.7836636707955659
463.2,330.0,0.7124352331606217,4.63,778.0,0.9725,0.972508,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8934548713541793,0.4988174217912802
466.9,330.0,0.7067894624116513,4.683333333333333,784.0,0.98,0.976856,0.0,1.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8647310287213418,0.5526001570231727
468.4,329.9,0.7043125533731853,4.583333333333333,778.0,0.9725,0.963632,0.0,0.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9112570001598576,0.44391977367216584
468.5,329.8,0.703948772678762,4.69,785.0,0.98125,0.980876,0.0,1.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8479059897042918,0.5765941032825724
467.9,329.9,0.7050651848685616,4.656666666666667,783.0,0.97875,0.976928,0.0,1.0,3.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8871990156098406,0.5417670494552298
466.6,330.0,0.7072438919845692,4.646666666666667,783.0,0.97875,0.968616,0.0,0.0,3.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8914173375019078,0.4938504478370316
463.4,329.9,0.711911955114372,4.713333333333334,775.0,0.96875,0.96406,0.0,1.0,1.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9341042322309013,0.45322570035591314
469.9,329.22,0.7006171525856566,4.766666666666667,781.0,0.97625,0.974864,0.0,0.0,0.0,6.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8829161267233497,0.5186593944962297
468.2,329.82,0.7044425459205468,4.71,778.0,0.9725,0.968504,0.0,0.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9129875402085392,0.5534129264435521
470.4,330.4,0.7023809523809523,4.576666666666667,778.0,0.9725,0.966524,0.0,1.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9067134436359554,0.5462213778809727
466.9,330.0,0.7067894624116513,4.71,776.0,0.97,0.964484,0.0,0.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9201073480293633,0.5281159322237992
469.1,329.8,0.7030483905350672,4.646666666666667,778.0,0.9725,0.616348,0.0,0.0,0.0,7.0,1,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.4255741206121793,-1.197103492091292
464.5,329.9,0.7102260495156081,4.733333333333333,773.0,0.96625,0.964712,0.0,1.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9497133430214796,0.5267414389401048
469.7,329.9,0.7023632105599319,4.596666666666667,778.0,0.9725,0.971252,0.0,0.0,2.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9128332451750581,0.5591488427138892
466.0,329.7,0.7075107296137338,4.586666666666667,773.0,0.96625,0.964576,0.0,1.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9452032886221441,0.5191981724736167
465.8,329.7,0.7078145126663804,4.7,770.0,0.9625,0.963664,0.0,0.0,2.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9723410380923898,0.4932734882681186
471.2,329.9,0.7001273344651953,4.7,780.0,0.975,0.974392,0.0,1.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8927140070292872,0.5970657254546031
463.9,329.8,0.710929079543005,4.65,773.0,0.96625,0.967504,0.0,0.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9354382803487413,0.5306592662488697
465.0,329.6,0.7088172043010753,4.6066666666666665,774.0,0.9675,0.969368,0.0,0.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9268559017932831,0.541513779236344
467.1,329.6,0.7056304859773068,4.656666666666667,776.0,0.97,0.968952,0.0,1.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9182854079894968,0.5572304060397123
466.79,330.1,0.7071702478630648,4.656666666666666,777.0,0.97125,0.970564,0.0,0.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.901917983652217,0.5617569470911247
466.75,329.6,0.7061596143545796,4.673333333333333,776.0,0.97,0.970156,0.0,1.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.925097823423496,0.5624049992490153
469.0,330.1,0.7038379530916845,4.716666666666666,779.0,0.97375,0.970704,0.0,0.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8957862186427787,0.569700003068838
465.4,330.1,0.709282337773958,4.716666666666667,776.0,0.97,0.969324,0.0,1.0,5.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9574299698275301,0.5541608857845086
467.2,330.3,0.7069777397260274,4.7,775.0,0.96875,0.961716,0.0,1.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.942396741328476,0.5154437064822027
464.1,330.2,0.7114845938375349,4.6433333333333335,775.0,0.96875,0.961664,0.0,0.0,1.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9305421122229922,0.5105698452375601
464.0,330.4,0.7120689655172413,4.580000000000001,775.0,0.96875,0.96394,0.0,0.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9147487750484986,0.522118242605755
469.2,330.3,0.7039641943734016,4.676666666666666,779.0,0.97375,0.967036,0.0,2.0,3.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9342427447653645,0.5615635255345839
468.9,330.1,0.7039880571550438,4.6466666666666665,787.0,0.98375,0.97824,0.0,0.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.8339243538683613,0.6436349856943814
465.3,330.1,0.7094347732645605,4.67,775.0,0.96875,0.96712,0.0,0.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9281706758336233,0.6175587369564393
465.7,330.5,0.7096843461455873,4.576666666666667,775.0,0.96875,0.965424,0.0,1.0,0.0,7.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9196560319848923,0.5349556840911044
465.1,329.8,0.7090948183186412,4.496666666666666,775.0,0.96875,0.965308,0.0,0.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9230684171716023,0.604069362508537
467.6,329.8,0.7053036783575706,4.59,775.0,0.96875,0.969752,0.0,0.0,0.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9161893336323194,0.6261465174739935
464.7,330.2,0.7105659565310953,4.716666666666666,775.0,0.96875,0.962352,0.0,0.0,0.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.928244193236887,0.5981982660587425
466.8,330.1,0.7071550985432734,4.63,777.0,0.97125,0.967868,0.0,3.0,0.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9236296165507382,0.6549901190458761
463.4,330.1,0.7123435476909799,4.473333333333334,773.0,0.96625,0.965424,0.0,0.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.929982042018875,0.5974307884782647
463.6,329.8,0.7113891285591026,4.6066666666666665,773.0,0.96625,0.96524,0.0,1.0,0.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9359746207602496,0.6106503393132282
466.1,329.8,0.7075734820853894,4.6466666666666665,777.0,0.97125,0.968032,0.0,0.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.91619306801299,0.6296212226915294
468.8,329.2,0.7022184300341296,4.653333333333333,778.0,0.9725,0.885324,0.0,1.0,0.0,8.0,1,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.0367754276760877,0.22967588934851488
464.4,329.6,0.7097329888027564,4.773333333333333,774.0,0.9675,0.963848,56.76,0.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.1207931026437798,0.7226387748459423
468.6,329.7,0.7035851472471191,4.716666666666666,778.0,0.9725,0.966528,321.46,1.0,2.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.9279190584817627,1.3186867687660082
463.2,329.6,0.7115716753022453,4.693333333333334,775.0,0.96875,0.96658,348.78,0.0,0.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-2.000482647072525,1.3673857791208235
463.4,329.8,0.7116961588260683,4.546666666666666,777.0,0.97125,0.9696,190.2,1.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.4993038751773133,1.0549867229415961
471.6,329.5,0.6986853265479219,4.63,789.0,0.98625,0.985504,40.22,0.0,0.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9432915350250578,0.8513668687895883
464.3,329.7,0.7101012276545337,4.486666666666666,781.0,0.97625,0.970788,301.12,1.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.8157252785277567,1.313944799415583
464.7,330.1,0.7103507639337208,4.526666666666667,779.0,0.97375,0.96752,194.8,0.0,3.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.515042728282974,1.0485038825463704
471.1,329.9,0.7002759499044788,4.569999999999999,785.0,0.98125,0.976256,349.52,1.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.9457334042487309,1.4536609113174366
468.1,330.2,0.705404828028199,4.569999999999999,785.0,0.98125,0.979604,187.22,1.0,0.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.425463621946632,1.1304945553186565
461.8,329.7,0.7139454309224772,4.699999999999999,780.0,0.975,0.970968,191.0,0.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.48277718643099,1.076485190947539
463.9,330.3,0.7120068980383704,4.683333333333333,781.0,0.97625,0.974744,18.16,2.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-0.9469269587391027,0.7432892123042422
469.8,329.8,0.7020008514261388,4.64,789.0,0.98625,0.980236,81.2,0.0,1.0,8.0,0,BODREX EXTRA KAPLET/4'S,2,🔴 High Risk,-1.0830884927559976,0.9144201291806898
841.43,319.0,0.3791165040466824,4.09375,855.0,0.9771428571428572,0.9769553264604812,0.0,0.0,4.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.793411106683035,-0.7227202136140335
834.95,320.2,0.3834960177256122,4.11,860.0,0.9828571428571428,0.9739621993127148,0.0,1.0,1.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.746613125221011,-0.6907161057607456
840.2,320.2,0.3810997381575814,4.15,856.0,0.9782857142857144,0.9800068728522336,0.0,0.0,1.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.757437658991049,-0.6942509339248978
850.52,324.1,0.3810609979777078,4.18,862.0,0.9851428571428572,0.9855360824742267,0.0,1.0,1.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7101800022242423,-0.6515613864278922
837.9200000000001,320.0,0.3818980332251288,4.1725,853.0,0.9748571428571428,0.974381443298969,0.0,0.0,3.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.8008920735167283,-0.7338782890724945
843.97,322.4,0.3820040996717892,4.11625,857.0,0.9794285714285714,0.9807903780068729,0.0,1.0,2.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7557076215544702,-0.6877210120305055
837.5600000000001,319.5,0.3814652084626773,4.135,855.0,0.9771428571428572,0.9786048109965636,0.0,0.0,1.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7665243695789475,-0.7009517945441945
839.48,319.84,0.3809977605184161,4.227499999999999,855.0,0.9771428571428572,0.9791649484536082,0.0,0.0,4.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7940311514696166,-0.7047866502118632
841.0500000000001,320.3,0.3808334819570774,3.9725,855.0,0.9771428571428572,0.9783539518900344,0.0,0.0,4.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7808606582419229,-0.7189944693004594
847.96,323.0,0.3809141940657578,4.1475,860.0,0.9828571428571428,0.1505154639175257,0.0,1.0,0.0,1.0,1,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-1.9547767004468506,-4.801226471743078
835.24,320.8,0.3840812221636895,5.081250000000001,853.0,0.9748571428571428,0.9753745704467354,0.0,1.0,1.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.832058429197759,-0.6860713262838702
841.63,322.4,0.3830661929826646,4.1762500000000005,854.0,0.976,0.9209621993127148,0.0,3.0,0.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.8592272381401713,-0.9703611904650565
843.01,321.1,0.3808970237600977,4.133749999999999,856.0,0.9782857142857144,0.978639175257732,0.0,1.0,1.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7614844323665726,-0.6980515217576321
849.62,321.2,0.3780513641392622,4.085,860.0,0.9828571428571428,0.9848213058419244,0.0,0.0,1.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7216517534183299,-0.6723399891403711
845.8899999999999,324.2,0.383264963529537,4.14125,859.0,0.9817142857142858,0.9851993127147768,0.0,1.0,5.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7578674974750944,-0.6664740358480568
849.06,322.3,0.3795962593927402,4.171250000000001,860.0,0.9828571428571428,0.9840309278350516,0.0,0.0,3.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7399671280091757,-0.6770325114435474
842.4,323.8,0.384377967711301,3.99,856.0,0.9782857142857144,0.9790893470790378,0.0,1.0,4.0,1.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7691598364736804,-0.7055013555331584
840.49,320.9,0.3818010922200144,4.22375,855.0,0.9771428571428572,0.9774226804123712,0.0,0.0,3.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.78725964383471,-0.6324577319213858
842.32,322.0,0.3822775192325957,4.0925,855.0,0.9771428571428572,0.9784123711340206,0.0,0.0,3.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.775655173450927,-0.6348691536087178
840.27,320.7,0.3816630368810025,4.1875,856.0,0.9782857142857144,0.979233676975945,0.0,0.0,20.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.9168596682392539,-0.6524914251615497
849.72,322.6,0.3796544744151015,4.0825,865.0,0.9885714285714284,0.9887560137457044,0.0,1.0,1.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.6905394606135205,-0.5425675955411912
831.91,317.7,0.3818922720005769,4.06625,853.0,0.9748571428571428,0.9762646048109964,0.0,0.0,3.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.8020918645471116,-0.6349073963270244
834.85,321.0,0.3845002096184943,3.94125,857.0,0.9794285714285714,0.9802302405498282,0.0,1.0,1.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7455962512492338,-0.5957514732854725
843.9000000000001,319.7,0.378836355018367,4.0625,860.0,0.9828571428571428,0.9832302405498282,0.0,0.0,1.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7297164969543614,-0.5890182120297862
843.68,319.7,0.3789351412857956,4.092499999999999,863.0,0.9862857142857144,0.9872817869415808,0.0,1.0,4.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7382050193452764,-0.5521461838102468
839.24,320.3,0.3816548305609837,4.22,857.0,0.9794285714285714,0.9804982817869417,0.0,0.0,1.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7565647906716338,-0.6026708122969987
839.76,322.0,0.3834428884443174,4.145,857.0,0.9794285714285714,0.9809312714776632,0.0,0.0,1.0,2.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7465706158879638,-0.6041405876816847
836.04,318.4,0.3808430218649825,4.0425,853.0,0.9748571428571428,0.9776872852233676,0.0,0.0,1.0,3.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7828756241860426,-0.5508788553713573
841.79,319.6,0.3796671378847456,4.05125,860.0,0.9828571428571428,0.98206529209622,0.0,1.0,1.0,3.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7389806638992387,-0.501378434903476
845.72,322.1,0.3808589131154519,4.01125,860.0,0.9828571428571428,0.9832611683848798,0.0,0.0,84.0,3.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-1.401436034160214,-0.6723840741307612
839.22,323.0,0.3848811992087891,4.1025,860.0,0.9828571428571428,0.9824570446735396,0.0,1.0,1.0,3.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7296428742721874,-0.49458909902751724
835.68,319.1,0.3818447252536857,4.0925,853.0,0.9748571428571428,0.9773264604810996,0.0,0.0,0.0,3.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7754408066404191,-0.5489272509294887
847.67,324.0,0.3822242146118182,4.074999999999999,866.0,0.9897142857142858,0.9912439862542956,0.0,1.0,1.0,3.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.6784242823536112,-0.44179824196483186
848.58,322.0,0.3794574465577788,4.05,865.0,0.9885714285714284,0.9906185567010308,0.0,0.0,1.0,3.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.6848416266680628,-0.45943596267566983
836.78,320.3,0.382776835010397,4.0875,855.0,0.9771428571428572,0.9776838487972508,0.0,0.0,1.0,4.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7699955168101383,-0.46187210036326387
844.58,323.6,0.3831490208150797,4.1125,865.0,0.9885714285714284,0.9884879725085912,0.0,1.0,4.0,4.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7181515938196454,-0.3774960493462049
835.51,319.1,0.3819224186425058,4.12625,853.0,0.9748571428571428,0.9752233676975944,0.0,0.0,1.0,4.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7908648731481941,-0.4787311317477228
841.53,322.0,0.3826363884828824,4.14875,861.0,0.984,0.9842817869415807,0.0,1.0,1.0,4.0,0,BODREX FLU & BATUK PE/4'S,2,🔴 High Risk,-0.7294787543819156,-0.40244901589320853
